10,60,10000
1732,Gee,Afsana,F,1703,Getchel,Eric,M, -1
1705,Sytwu,Nicholas,M,1734,Damion,Megan,F, -1
1856,Li,Kelli,F,1717,Muhammed,Jason,M, -1
1731,Lee,Kevin,M,1746,Floyd,Jula,F, -1
1734,Zhu,Monica,F,1808,Wong,Casey,F, -1
1861,Lee,Eric,M,1731,Zhu,Jason,M, -1
1719,Hsu,Denys,M,1768,Crawford,Clairissa,F, -1
1797,Lee,Aren,M,1671,Tsai,Clyde,M, -1
1746,Floyd,Jula,F,1747,McKenzie,Carl,M, -1
1732,Gee,Afsana,F,1671,Tsai,Clyde,M, -1
1732,Mammone,Laura,F,1702,Howell,Regina,F, -1
1746,Drawdy,Regina,F,1704,Trenh,Louise,F, -1
1703,Sytwu,George,M,1679,Wong,Tommy,M, -1
1723,Anand,Denys,M,1706,Miyahira,Patricia,F, -1
1671,Liu,Eric,M,1765,Ewing,Allen,M, -1
1762,Nguyen,Joyce,F,1705,Kwong,Johnny,M, -1
1793,Floyd,William,M,1738,Wu,Meredith,F, -1
1705,Mittal,Johnny,M,1752,Ewing,Patricia,F, -1
1707,Fuentes,Barrett,M,1710,Liu,Christine,F, -1
1720,Litvak,Loria,F,1711,Mammone,Salvador,M, -1
1713,Kwong,Matthew,M,1719,Wu,Johnny,M, -1
1765,Ewing,William,M,1712,Anand,Regina,F, -1
1675,Drawdy,Mackenzie,M,1702,Liang,Joyce,F, -1
1704,Leonard,Angelina,F,1794,Getchel,Laura,F,1674,Ouyang,Amanda,F
1794,Souza,Valerie,F,1715,Chan,Allen,M, -1
1769,Gee,Bernardo,M,1839,Hsu,Thomas,M,1679,Lathia,Thomas,M
1713,Lee,Nam,M,1703,Chon,Christopher,M, -1
1733,Ouyang,Tommy,M,1773,Souza,Thomas,M, -1
1715,Chan,Allen,M,1738,Wu,Meredith,F, -1
1810,Mammone,Amanda,F,1719,Wu,Johnny,M, -1
1827,Gajan,Ryan,M,1734,Floyd,Louise,F,1674,Noel,Josephine,F
1839,Floyd,Kevin,M,1732,Getchel,Valerie,F, -1
1679,Burnett,Kenneth,M,1823,Lee,Allen,M, -1
1734,Liang,Angelina,F,1702,Fuentes,Sofia,F, -1
1765,Lee,Ryan,M,1926,Hsu,Stephanie,F,1679,Lee,Jason,M
1705,Crawford,Kenneth,M,1836,Li,Patricia,F, -1
1671,Matsumura,Nam,M,1707,Anand,George,M, -1
1828,Wong,Casey,F,1715,Hao,Ryan,M, -1
1673,Leonard,Kenneth,M,1675,Mittal,William,M, -1
1711,Hao,Clyde,M,1738,Anand,Kelli,F, -1
1709,Wu,Sean,M,1773,Sytwu,Justin,M,1671,Wu,George,M
1703,Sytwu,George,M,1775,Crawford,Charles,M, -1
1715,McKenzie,Bernardo,M,1703,Sytwu,George,M, -1
1852,Clegg,Kelli,F,1717,Ouyang,Sean,M, -1
1734,Wu,Clairissa,F,1677,Yun,David,M, -1
1705,Attaway,Cameron,M,1703,Burnett,Aleksandr,M, -1
1713,McKenzie,Bernardo,M,1713,Clegg,Aren,M, -1
1711,Chan,Thomas,M,1675,Walters,David,M, -1
1732,Floyd,Valerie,F,1775,Kwong,Mackenzie,M, -1
1677,Bloom,William,M,1703,Zhu,Tyler,M, -1
1711,Chan,Thomas,M,1719,Getchel,Carl,M, -1
1777,Floyd,Bernardo,M,1734,Wu,Clairissa,F, -1
1743,Crawford,Justin,M,1860,McKenzie,Clairissa,F, -1
1765,Lee,Ryan,M,1810,Drawdy,Yolanda,F, -1
1922,Burnett,Megan,F,1777,Wong,Aren,M,1709,Wong,Thomas,M
1769,Jarvinen,George,M,1675,Attaway,Carl,M, -1
1706,Muhammed,Alma,F,1671,Tsai,Clyde,M, -1
1671,Tsai,Clyde,M,1764,Getchel,Christine,F, -1
1770,Muhammed,Jula,F,1777,Crawford,Thomas,M, -1
1771,Crawford,George,M,1739,Burnett,Aleksandr,M, -1
1808,Wong,Casey,F,1714,Lawton,Afsana,F, -1
1718,Gajan,Casey,F,1836,Floyd,Sapna,F, -1
1739,Clegg,Sean,M,1775,Crawford,Charles,M, -1
1768,Litvak,Sara,F,1825,Hsu,Jason,M,1712,Anand,Regina,F
1679,Azari,Johnny,M,1861,Li,Nicholas,M, -1
1675,Kwong,Nicholas,M,1679,Crawford,Cameron,M, -1
1733,Ouyang,Tommy,M,1733,Le,Thomas,M, -1
1746,Mammone,Michelle,F,1703,Kwong,Jason,M, -1
1702,Liang,Joyce,F,1675,Walters,David,M, -1
1731,Ewing,Jason,M,1671,Scott,Tommy,M, -1
1802,Li,Parvinder,F,1715,Litvak,Salvador,M, -1
1956,Getchel,Amanda,F,1750,Kaur,Sara,F,1706,Mostafavi,Monica,F
1773,Sytwu,Justin,M,1791,Drawdy,William,M, -1
1885,Yun,Tommy,M,1745,Nguyen,Thomas,M,1745,Nguyen,Thomas,M
1705,Attaway,Cameron,M,1706,Muhammed,Alma,F, -1
1851,Floyd,Justin,M,1808,Gajan,Sofia,F,1704,Noel,Joyce,F
1942,Chon,Angelina,F,1732,Lee,Josephine,F,1703,Lee,Salvador,M
1830,Clegg,Tera,F,1927,Souza,Aleksandr,M,1768,Litvak,Sara,F
1713,Lee,Nam,M,1775,Gee,Matthew,M, -1
1833,Chan,Barrett,M,1705,Ewing,Eric,M,1677,Ewing,Kevin,M
1887,Wong,Allen,M,1713,Leonard,Barrett,M,1674,Ouyang,Amanda,F
1835,Yun,David,M,1770,Yun,Sapna,F,1712,Ouyang,Christine,F
1773,Souza,Cameron,M,1718,Gajan,Casey,F, -1
1852,Burnett,Jennifer,F,1765,Ewing,Allen,M,1677,Damion,Bernardo,M
1751,Litvak,Sean,M,1800,Yun,Cortney,F, -1
1679,Lawu,Eric,M,1709,Wu,Sean,M, -1
1853,Floyd,Tommy,M,1797,Kwong,Sean,M,1712,Nguyen,Sapna,F
1837,Wong,David,M,1740,Nguyen,Jennie,F, -1
1835,Wong,Nam,M,1677,Chon,Eric,M, -1
1679,Noel,Kevin,M,1771,Crawford,George,M, -1
1671,Ma,Mackenzie,M,1749,Getchel,Justin,M, -1
1778,McKenzie,Meredith,F,1751,Litvak,Cameron,M, -1
1858,Anand,Katrina,F,1710,Fuentes,Elizabeth,F, -1
1740,Floyd,Carol,F,1754,Wong,Lisa,F, -1
1713,Hsu,Ryan,M,1837,Wong,Denys,M, -1
1671,Scott,Tommy,M,1703,Leonard,Nicholas,M, -1
1834,Jarvinen,Meredith,F,1885,Floyd,Matthew,M,1770,Espinoza,Joyce,F
1767,Chan,William,M,1731,Ewing,Jason,M, -1
1702,Howell,Regina,F,1733,Clegg,Jason,M, -1
1703,Damion,Carl,M,1823,Damion,Johnny,M,1703,Damion,Carl,M
1708,Le,Parvinder,F,1671,Scott,Tommy,M, -1
1705,Mittal,Johnny,M,1702,Lawton,Katrina,F, -1
1745,Burnett,Tyler,M,1763,Crawford,Justin,M, -1
1702,Howell,Regina,F,1733,Espinoza,Kenneth,M, -1
1705,Attaway,Cameron,M,1677,Matyas,Cameron,M, -1
1702,Mostafavi,Afsana,F,1675,Walters,David,M, -1
1795,Lee,Ryan,M,1671,Tsai,Clyde,M, -1
1702,Lawton,Katrina,F,1718,Anand,Clairissa,F, -1
1708,Gould,Francis,F,1707,Fuentes,Barrett,M, -1
1830,Floyd,Elizabeth,F,1765,Noel,Christopher,M,1673,Nguyen,Kevin,M
1738,Wu,Meredith,F,1734,Wu,Clairissa,F,1705,Wu,Tommy,M
1702,Ewing,Laura,F,1705,Attaway,Cameron,M, -1
1793,Hsu,Aleksandr,M,1713,Mittal,Kai,M, -1
1779,Gajan,George,M,1677,Ewing,Kevin,M, -1
1677,Chon,Eric,M,1884,Floyd,Katrina,F, -1
1707,Fuentes,Barrett,M,1713,Matyas,Kenneth,M, -1
1720,Lee,Sapna,F,1677,Bloom,William,M, -1
1775,Floyd,Mackenzie,M,1913,Crawford,William,M,1679,Chan,Thomas,M
1713,Le,Tyler,M,1677,Damion,Bernardo,M, -1
1944,Kwong,Amanda,F,1713,Matyas,Kenneth,M,1677,Matyas,Cameron,M
1705,Attaway,Cameron,M,1716,Clegg,Ming,F, -1
1679,Burnett,Kenneth,M,1947,Gee,Nicholas,M,1679,Burnett,Kenneth,M
1716,Hsu,Annie,F,1861,Hsu,Kai,M,1672,Nguyen,Valerie,F
1675,Walters,David,M,1735,Kwong,Sean,M, -1
1715,Hao,Ryan,M,1797,Jarvinen,Carl,M, -1
1794,McKenzie,Casey,F,1671,Tsai,Clyde,M, -1
1823,Damion,Johnny,M,1833,Wong,Cameron,M,1704,Noel,Joyce,F
1720,Lee,Sapna,F,1679,Anand,Sean,M, -1
1828,Jarvinen,Lindsay,F,1883,Li,Aren,M,1740,Ouyang,Corina,F
1671,Matsumura,Nam,M,1870,Clegg,Elizabeth,F, -1
1738,Tran,Alma,F,1719,Ouyang,Kevin,M, -1
1703,Matyas,Charles,M,1709,Wu,Sean,M, -1
1764,Getchel,Christine,F,1767,Matyas,Aren,M, -1
1738,Litvak,Monica,F,1703,Espinoza,Sean,M, -1
1679,Noel,Kevin,M,1732,Getchel,Valerie,F, -1
1799,Crawford,Clyde,M,1718,Gajan,Casey,F, -1
1743,Matyas,Salvador,M,1704,Le,Louise,F, -1
1918,Damion,Alina,F,1920,Souza,Yvonne,F,1768,Gajan,Josephine,F
1713,Hsu,Ryan,M,1702,Liang,Joyce,F, -1
1719,Miyahira,Bernardo,M,1679,Lawu,Eric,M, -1
1944,Clegg,Corina,F,1763,Wong,Kai,M,1712,Anand,Regina,F
1747,Damion,Eric,M,1732,Gee,Afsana,F, -1
1679,Anand,Sean,M,1942,Li,Louise,F,1679,Anand,Sean,M
1679,Lawu,Eric,M,1702,Howell,Regina,F, -1
1777,Floyd,Bernardo,M,1716,Kaur,Louise,F,1674,Noel,Josephine,F
1679,Wong,Tommy,M,1703,Clegg,Eric,M, -1
1763,Getchel,Barrett,M,1773,McKenzie,Kevin,M, -1
1677,Chon,Eric,M,1770,Yun,Sapna,F, -1
1808,Sytwu,Patricia,F,1673,Litvak,Tommy,M, -1
1734,Zhu,Monica,F,1854,Souza,Afsana,F, -1
1719,Wu,Johnny,M,1773,Wong,Jason,M, -1
1715,Chan,Allen,M,1772,Espinoza,Afsana,F, -1
1825,Burnett,Mackenzie,M,1742,Kaur,Monica,F, -1
1718,Litvak,Francis,F,1835,Wong,Nam,M,1674,Souza,Carol,F
1855,Getchel,William,M,1778,Gee,Megan,F,1677,Gee,Nam,M
1738,Tran,Alma,F,1806,Burnett,Casey,F,1677,Le,Clyde,M
1716,Anand,Clairissa,F,1709,Crawford,Timothy,M, -1
1833,Damion,Timothy,M,1770,Ewing,Christine,F,1706,Burnett,Corina,F
1862,Lee,Carol,F,1831,Lee,Bernardo,M,1732,Mammone,Laura,F
1740,Nguyen,Jennie,F,1823,Yun,Aren,M, -1
1832,Burnett,Ming,F,1731,Sytwu,Eric,M,1671,Sytwu,Johnny,M
1801,Yun,Nicholas,M,1711,Litvak,Denys,M, -1
1825,McKenzie,Tyler,M,1708,Muhammed,Kelli,F, -1
1705,Ewing,Eric,M,1805,McKenzie,Nicholas,M,1677,Ewing,Kevin,M
1716,Miyahira,Amanda,F,1704,Damion,Jennifer,F, -1
1771,Floyd,Nicholas,M,1767,Getchel,Matthew,M,1710,Leonard,Alina,F
1749,Chon,Carl,M,1883,Kwong,Thomas,M, -1
1733,Azari,Justin,M,1679,Chan,Thomas,M, -1
1671,Liu,Eric,M,1713,Matyas,Kenneth,M, -1
1677,Bloom,William,M,1713,Noel,Carl,M, -1
1741,Li,Ryan,M,1707,Liu,Kenneth,M, -1
1704,Iwahashi,Yolanda,F,1783,Damion,Christopher,M, -1
1855,Getchel,Kai,M,1718,Litvak,Francis,F,1674,Souza,Carol,F
1888,Kwong,Elizabeth,F,1712,Anand,Regina,F,1712,Anand,Regina,F
1677,Bloom,William,M,1708,Leonard,Corina,F, -1
1706,Muhammed,Alma,F,1702,Howell,Regina,F, -1
1823,Yun,Aren,M,1828,Mostafavi,Loria,F,1772,Espinoza,Afsana,F
1745,Burnett,Tyler,M,1745,Damion,Nicholas,M, -1
1825,Wong,Clyde,M,1866,Wong,Michelle,F,1741,Wong,Jason,M
1745,Nguyen,Thomas,M,1778,Floyd,Elizabeth,F, -1
1671,Matsumura,Nam,M,1776,Matyas,Lisa,F, -1
1702,Howell,Regina,F,1717,Noel,Jason,M, -1
1715,Wu,Aren,M,1717,Muhammed,Jason,M, -1
1821,Burnett,George,M,1715,Getchel,Kai,M,1677,Getchel,William,M
1713,Lee,Nam,M,1671,Floyd,Kai,M, -1
1833,Wong,Allen,M,1881,Clegg,William,M,1714,Litvak,Loria,F
1671,Tsai,Clyde,M,1824,Wong,Yolanda,F, -1
1675,Walters,David,M,1706,Hao,Carol,F, -1
1800,Anand,Ming,F,1736,Damion,Meredith,F,1677,Damion,Bernardo,M
1866,Burnett,Katrina,F,1671,Scott,Tommy,M, -1
1773,Souza,Cameron,M,1707,Fuentes,Barrett,M, -1
1739,Floyd,Kenneth,M,1731,Lee,Kevin,M, -1
1675,Attaway,Carl,M,1677,Tran,Cameron,M, -1
1739,Mammone,Aren,M,1673,Nguyen,Kevin,M, -1
1702,Howell,Regina,F,1763,Wong,Timothy,M, -1
1750,Nguyen,Sapna,F,1794,Hao,Patricia,F, -1
1823,Hao,George,M,1885,Yun,Christopher,M,1734,Sytwu,Patricia,F
1671,Tsai,Clyde,M,1715,Chan,Allen,M, -1
1746,Chan,Louise,F,1808,Gajan,Sofia,F,1680,Matsumura,Tera,F
1771,Clegg,George,M,1762,Espinoza,Jula,F, -1
1711,Mammone,Salvador,M,1946,Ewing,Katrina,F,1711,Mammone,Salvador,M
1713,Clegg,Aren,M,1733,Damion,Barrett,M, -1
1679,Lathia,Thomas,M,1732,Gee,Afsana,F, -1
1748,Ewing,Joyce,F,1749,Chon,Carl,M, -1
1702,Howell,Regina,F,1732,Gee,Afsana,F, -1
1708,Gajan,Sapna,F,1764,Yun,Cortney,F, -1
1720,Clegg,Parvinder,F,1718,Anand,Clairissa,F, -1
1705,Attaway,Cameron,M,1795,Kwong,Matthew,M, -1
1775,Kwong,Mackenzie,M,1713,Noel,Carl,M, -1
1679,Burnett,Kenneth,M,1717,Mittal,Christopher,M, -1
1771,Jarvinen,Kevin,M,1798,Mammone,Megan,F, -1
1671,Scott,Tommy,M,1705,Attaway,Cameron,M, -1
1712,Nguyen,Sapna,F,1792,Getchel,Ming,F, -1
1822,Gajan,Tera,F,1679,Fuentes,Nicholas,M, -1
1679,Lawu,Eric,M,1854,Getchel,Meredith,F, -1
1715,Hao,Ryan,M,1740,Gajan,Jennie,F, -1
1705,Mittal,Johnny,M,1710,Leonard,Alina,F, -1
1765,Drawdy,Charles,M,1750,Wong,Corina,F, -1
1675,Attaway,Carl,M,1751,Mammone,Carl,M, -1
1732,Liang,Yvonne,F,1775,Gee,Matthew,M, -1
1808,Getchel,Casey,F,1679,Lawu,Eric,M, -1
1854,Souza,Pamela,F,1704,Gould,Amanda,F,1679,Gould,Kai,M
1715,Litvak,Salvador,M,1743,Li,Kevin,M, -1
1679,Anand,Sean,M,1732,Matyas,Lindsay,F, -1
1793,Hsu,Aleksandr,M,1866,Gajan,Kelli,F,1705,Matyas,Cameron,M
1738,Tran,Alma,F,1749,Wong,Kai,M, -1
1797,Souza,Barrett,M,1771,Clegg,George,M, -1
1771,Floyd,Nicholas,M,1738,Tran,Alma,F, -1
1738,Matyas,Clairissa,F,1708,Wong,Valerie,F, -1
1716,Kaur,Louise,F,1679,Anand,Sean,M, -1
1713,Clegg,Aren,M,1914,Floyd,Sofia,F,1672,Chon,Sara,F
1675,Attaway,Carl,M,1708,Le,Parvinder,F, -1
1856,Drawdy,Alma,F,1835,Mostafavi,Kai,M,1703,Matyas,Charles,M
1921,Kwong,Sean,M,1704,Gould,Amanda,F,1679,Gould,Kai,M
1862,Getchel,Alma,F,1770,Yun,Patricia,F,1671,Ouyang,David,M
1679,Anand,Sean,M,1717,Hao,Sean,M, -1
1705,Hsu,Jason,M,1671,Scott,Tommy,M, -1
1752,Chon,Monica,F,1709,Drawdy,Kenneth,M, -1
1671,Scott,Tommy,M,1708,Gajan,Sapna,F, -1
1764,Getchel,Christine,F,1673,Litvak,Tommy,M,1673,Litvak,Tommy,M
